Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
08/09/2021,84,PM2.5,Paradise - Theater,06-007-2002,AQS,2,58,32,84,10
08/10/2021,69,PM2.5,Paradise - Theater,06-007-2002,AQS,2,67,38,69,10
08/11/2021,64,PM2.5,Paradise - Theater,06-007-2002,AQS,2,51,45,64,17
08/12/2021,69,PM2.5,Paradise - Theater,06-007-2002,AQS,2,42,38,69,
08/13/2021,86,PM2.5,Paradise - Theater,06-007-2002,AQS,,54,39,86,8
08/14/2021,111,PM2.5,Paradise - Theater,06-007-2002,AQS,,77,51,111,8
08/15/2021,142,PM2.5,Paradise - Theater,06-007-2002,AQS,,51,53,142,7
08/16/2021,187,PM2.5,Paradise - Theater,06-007-2002,AQS,,119,68,187,14
08/17/2021,77,PM2.5,Paradise - Theater,06-007-2002,AQS,,31,52,77,8
08/18/2021,122,PM2.5,Chico-East Avenue,06-007-0008,AQS,,39,88,122,9
08/19/2021,158,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,,45,72,158,15
08/20/2021,162,PM2.5,Paradise - Theater,06-007-2002,AQS,,74,69,162,8
08/21/2021,113,PM2.5,Paradise - Theater,06-007-2002,AQS,5,47,51,113,4
08/22/2021,109,PM2.5,Paradise - Theater,06-007-2002,AQS,6,100,48,109,6
08/23/2021,86,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,80,51,86,9
08/24/2021,108,Ozone,Paradise - Airport,06-007-0007,AQS,5,108,49,76,11
08/25/2021,126,Ozone,Paradise - Airport,06-007-0007,AQS,5,126,53,84,8
08/26/2021,97,Ozone,Paradise - Airport,06-007-0007,AQS,6,97,54,81,18
08/27/2021,155,PM2.5,Paradise - Theater,06-007-2002,AQS,8,84,74,155,14
08/28/2021,163,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,112,74,163,14
08/29/2021,163,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,108,69,163,10
08/30/2021,119,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,119,63,119,13
08/31/2021,105,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,74,59,105,18
09/01/2021,62,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,46,45,62,10
09/02/2021,71,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,67,45,71,10
09/03/2021,90,Ozone,Paradise - Airport,06-007-0007,AQS,5,90,52,78,12
09/04/2021,100,Ozone,Paradise - Airport,06-007-0007,AQS,6,100,54,82,9
09/05/2021,74,Ozone,Chico-East Avenue,06-007-0008,AQS,6,74,38,73,7
09/06/2021,74,Ozone,Paradise - Airport,06-007-0007,AQS,2,74,30,52,10
09/07/2021,74,Ozone,Chico-East Avenue,06-007-0008,AQS,,74,43,53,13
09/08/2021,61,PM2.5,Chico-East Avenue,06-007-0008,AQS,,50,47,61,14
09/09/2021,52,PM10,Chico-East Avenue,06-007-0008,AQS,,50,52,50,13
09/10/2021,67,Ozone,Paradise - Airport,06-007-0007,AQS,,67,20,39,8
09/11/2021,49,Ozone,Paradise - Airport,06-007-0007,AQS,,49,15,28,18
09/12/2021,54,Ozone,Paradise - Airport,06-007-0007,AQS,,54,18,37,9
09/13/2021,90,PM2.5,Chico-East Avenue,06-007-0008,AQS,,87,49,90,14
09/14/2021,112,Ozone,Paradise - Airport,06-007-0007,AQS,7,112,59,108,16
09/15/2021,84,Ozone,Paradise - Airport,06-007-0007,AQS,6,84,55,79,12
09/16/2021,71,Ozone,Paradise - Airport,06-007-0007,AQS,3,71,44,61,12
09/17/2021,74,Ozone,Paradise - Airport,06-007-0007,AQS,,74,44,63,16
09/18/2021,49,PM2.5,Chico-East Avenue,06-007-0008,AQS,,37,29,49,3
09/19/2021,35,Ozone,Chico-East Avenue,06-007-0008,AQS,,35,6,17,3
09/20/2021,38,Ozone,Paradise - Airport,06-007-0007,AQS,,38,23,24,10
09/21/2021,58,Ozone,Paradise - Airport,06-007-0007,AQS,,58,37,54,
09/22/2021,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,54,42,63,
09/23/2021,78,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,47,52,78,8
09/24/2021,110,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,87,50,110,15
09/25/2021,65,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,54,38,65,7
09/26/2021,43,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,43,,43,
09/27/2021,34,Ozone,Paradise - Airport,06-007-0007,AQS,,34,,26,
09/28/2021,34,Ozone,Chico-East Avenue,06-007-0008,AQS,,34,20,24,4
09/29/2021,37,Ozone,Paradise - Airport,06-007-0007,AQS,3,37,21,27,8
09/30/2021,46,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,44,27,46,17
10/01/2021,64,Ozone,Paradise - Airport,06-007-0007,AQS,3,64,39,51,12
10/02/2021,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,54,41,54,18
10/03/2021,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,48,40,58,14
10/04/2021,62,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,51,40,62,15
10/05/2021,61,Ozone,Paradise - Airport,06-007-0007,AQS,5,61,43,53,17
10/06/2021,35,Ozone,Paradise - Airport,06-007-0007,AQS,3,35,27,21,11
10/07/2021,46,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,42,36,46,13
10/08/2021,36,Ozone,Paradise - Airport,06-007-0007,AQS,3,36,25,32,7
10/09/2021,38,Ozone,Paradise - Airport,06-007-0007,AQS,5,38,21,37,13
10/10/2021,44,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,44,29,44,9
10/11/2021,51,PM10,Chico-East Avenue,06-007-0008,AQS,2,33,51,44,1
10/12/2021,31,Ozone,Paradise - Airport,06-007-0007,AQS,3,31,19,13,16
10/13/2021,48,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,34,35,48,15
10/14/2021,34,Ozone,Paradise - Airport,06-007-0007,AQS,3,34,24,28,13
10/15/2021,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,44,38,58,20
10/16/2021,60,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,54,34,60,16
10/17/2021,50,Ozone,Paradise - Airport,06-007-0007,AQS,3,50,42,46,5
10/18/2021,32,Ozone,Chico-East Avenue,06-007-0008,AQS,3,32,5,22,9
10/19/2021,38,Ozone,Paradise - Airport,06-007-0007,AQS,5,38,16,35,9
10/20/2021,30,Ozone,Paradise - Airport,06-007-0007,AQS,5,30,8,29,10
10/21/2021,26,Ozone,Paradise - Airport,06-007-0007,AQS,5,26,6,22,8
10/22/2021,33,Ozone,Chico-East Avenue,06-007-0008,AQS,2,33,6,15,5
10/23/2021,31,Ozone,Paradise - Airport,06-007-0007,AQS,2,31,7,23,4
10/24/2021,36,Ozone,Paradise - Airport,06-007-0007,AQS,3,36,3,11,4
10/25/2021,32,Ozone,Paradise - Airport,06-007-0007,AQS,3,32,5,16,7
10/26/2021,28,Ozone,Paradise - Airport,06-007-0007,AQS,3,28,11,26,4
10/27/2021,30,Ozone,Chico-East Avenue,06-007-0008,AQS,3,30,11,29,6
10/28/2021,47,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,32,15,47,16
10/29/2021,60,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,28,22,60,14
10/30/2021,40,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,30,10,40,7
10/31/2021,33,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,31,8,33,13
11/01/2021,56,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,30,15,56,10
11/02/2021,44,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,24,10,44,7
11/03/2021,49,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,29,14,49,8
11/04/2021,31,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,31,8,31,7
11/05/2021,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,25,17,52,9
11/06/2021,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,31,16,55,8
11/07/2021,42,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,30,10,42,9
11/08/2021,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,35,15,55,12
11/09/2021,35,Ozone,Paradise - Airport,06-007-0007,AQS,3,35,8,29,6
11/10/2021,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,25,12,52,8
11/11/2021,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,25,17,55,14
11/12/2021,66,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,21,18,66,8
11/13/2021,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,20,15,54,8
11/14/2021,60,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,18,13,60,8
11/15/2021,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,13,9,52,6
11/16/2021,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,25,12,58,11
11/17/2021,68,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,23,23,68,10
11/18/2021,81,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,25,28,81,10
11/19/2021,66,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,32,19,66,8
11/20/2021,41,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,33,9,41,10
11/21/2021,59,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,32,17,59,13
11/22/2021,69,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,10,27,20,69,15
11/23/2021,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,38,13,53,8
11/24/2021,47,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,37,8,47,13
11/25/2021,77,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,33,26,77,12
11/26/2021,67,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,27,22,67,13
11/27/2021,68,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,31,20,68,12
11/28/2021,67,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,31,21,67,13
11/29/2021,72,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,26,25,72,12
11/30/2021,72,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,34,31,72,17
12/01/2021,79,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,9,32,33,79,22
12/02/2021,74,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,29,30,74,16
12/03/2021,83,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,32,35,83,17
12/04/2021,77,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,20,26,77,8
12/05/2021,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,22,13,56,9
12/06/2021,74,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,12,18,74,8
12/07/2021,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,16,14,63,6
12/08/2021,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,15,17,63,7
12/09/2021,42,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,32,9,42,7
12/10/2021,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,32,15,55,12
12/11/2021,60,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,32,15,60,9
12/12/2021,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,38,6,52,6
12/13/2021,38,Ozone,Chico-East Avenue,06-007-0008,AQS,2,38,4,23,5
12/14/2021,37,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,36,7,37,
12/15/2021,32,Ozone,Paradise - Airport,06-007-0007,AQS,5,32,5,21,6
12/16/2021,32,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,29,6,32,9
12/17/2021,63,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,30,19,63,15
12/18/2021,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,19,11,54,8
12/19/2021,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,20,10,58,6
12/20/2021,69,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,32,18,69,11
12/21/2021,80,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,31,23,80,10
12/22/2021,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,29,10,56,11
12/23/2021,31,Ozone,Paradise - Airport,06-007-0007,AQS,3,31,6,25,6
12/24/2021,33,Ozone,Chico-East Avenue,06-007-0008,AQS,2,33,6,26,3
12/25/2021,33,Ozone,Chico-East Avenue,06-007-0008,AQS,2,33,5,21,3
12/26/2021,32,Ozone,Paradise - Airport,06-007-0007,AQS,2,32,3,19,4
12/27/2021,33,Ozone,Chico-East Avenue,06-007-0008,AQS,3,33,6,24,13
12/28/2021,34,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,31,6,34,11
12/29/2021,36,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,31,6,36,11
12/30/2021,61,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,31,15,61,14
12/31/2021,65,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,33,17,65,15
01/01/2022,80,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,37,25,80,18
01/02/2022,64,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,31,18,64,17
01/03/2022,33,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,33,7,33,6
01/04/2022,31,Ozone,Paradise - Airport,06-007-0007,AQS,2,31,6,18,4
01/05/2022,46,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,29,,46,13
01/06/2022,41,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,19,,41,10
01/07/2022,37,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,29,,37,8
01/08/2022,32,Ozone,Paradise - Airport,06-007-0007,AQS,5,32,,28,12
01/09/2022,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,31,,53,16
01/10/2022,33,Ozone,Paradise - Airport,06-007-0007,AQS,7,33,,8,15
01/11/2022,68,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,31,22,68,16
01/12/2022,74,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,30,27,74,21
01/13/2022,76,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,34,30,76,15
01/14/2022,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,9,35,19,55,13
01/15/2022,66,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,34,19,66,15
01/16/2022,72,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,31,20,72,15
01/17/2022,73,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,31,24,73,20
01/18/2022,74,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,31,29,74,13
01/19/2022,66,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,39,21,66,9
01/20/2022,70,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,36,26,70,10
01/21/2022,50,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,,19,50,10
01/22/2022,31,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,,6,31,11
01/23/2022,66,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,,15,66,10
01/24/2022,71,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,32,24,71,25
01/25/2022,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,40,17,63,14
01/26/2022,85,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,38,19,85,25
01/27/2022,63,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,38,22,63,19
01/28/2022,75,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,32,24,75,19
01/29/2022,70,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,34,22,70,21
01/30/2022,66,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,9,38,18,66,17
01/31/2022,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,41,14,54,10
02/01/2022,39,Ozone,Paradise - Airport,06-007-0007,AQS,3,39,17,17,17
02/02/2022,38,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,37,13,38,20
02/03/2022,48,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,40,14,48,25
02/04/2022,78,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,42,19,78,22
02/05/2022,72,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,44,15,72,19
02/06/2022,65,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,43,14,65,20
02/07/2022,62,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,41,18,62,18
02/08/2022,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,41,18,54,23
02/09/2022,39,Ozone,Paradise - Airport,06-007-0007,AQS,7,39,18,32,23
02/10/2022,38,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,38,16,38,20
02/11/2022,62,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,42,20,62,22
02/12/2022,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,42,14,54,20
02/13/2022,50,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,42,9,50,14
02/14/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,3,44,15,39,17
02/15/2022,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,13,31,6
02/16/2022,41,Ozone,Paradise - Airport,06-007-0007,AQS,2,41,10,20,13
02/17/2022,39,Ozone,Paradise - Airport,06-007-0007,AQS,3,39,11,28,20
02/18/2022,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,39,12,51,12
02/19/2022,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,44,13,54,11
02/20/2022,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,39,12,53,14
02/21/2022,38,Ozone,Chico-East Avenue,06-007-0008,AQS,2,38,6,6,6
02/22/2022,37,Ozone,Paradise - Airport,06-007-0007,AQS,2,37,7,22,13
02/23/2022,36,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,35,12,36,19
02/24/2022,49,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,41,10,49,23
02/25/2022,62,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,41,19,62,22
02/26/2022,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,42,12,58,20
02/27/2022,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,44,9,54,11
02/28/2022,50,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,39,13,50,18
03/01/2022,48,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,42,17,48,12
03/02/2022,45,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,45,14,45,10
03/03/2022,39,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,37,10,39,8
03/04/2022,36,Ozone,Paradise - Airport,06-007-0007,AQS,3,36,8,30,11
03/05/2022,34,Ozone,Paradise - Airport,06-007-0007,AQS,3,34,6,22,10
03/06/2022,38,Ozone,Paradise - Airport,06-007-0007,AQS,3,38,9,36,11
03/07/2022,42,Ozone,Chico-East Avenue,06-007-0008,AQS,3,42,9,27,19
03/08/2022,43,Ozone,Chico-East Avenue,06-007-0008,AQS,3,43,11,19,10
03/09/2022,42,Ozone,Chico-East Avenue,06-007-0008,AQS,2,42,9,13,12
03/10/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,3,44,11,13,12
03/11/2022,48,Ozone,Paradise - Airport,06-007-0007,AQS,3,48,14,28,11
03/12/2022,50,Ozone,Paradise - Airport,06-007-0007,AQS,3,50,14,32,13
03/13/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,6,21,6
03/14/2022,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,51,17,55,15
03/15/2022,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,6,17,5
03/16/2022,41,Ozone,Chico-East Avenue,06-007-0008,AQS,2,41,5,17,12
03/17/2022,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,10,33,10
03/18/2022,43,Ozone,Paradise - Airport,06-007-0007,AQS,3,43,11,31,11
03/19/2022,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,7,21,7
03/20/2022,42,Ozone,Chico-East Avenue,06-007-0008,AQS,2,42,2,24,4
03/21/2022,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,6,9,3
03/22/2022,26,Ozone,Chico-East Avenue,06-007-0008,AQS,2,26,6,8,7
03/23/2022,50,Ozone,Paradise - Airport,06-007-0007,AQS,3,50,14,28,8
03/24/2022,48,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,40,16,48,10
03/25/2022,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,15,37,8
03/26/2022,48,Ozone,Chico-East Avenue,06-007-0008,AQS,2,48,12,27,9
03/27/2022,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,6,13,4
03/28/2022,35,Ozone,Chico-East Avenue,06-007-0008,AQS,2,35,2,14,8
03/29/2022,37,Ozone,Paradise - Airport,06-007-0007,AQS,3,37,7,16,8
03/30/2022,36,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,30,10,36,10
03/31/2022,39,Ozone,Chico-East Avenue,06-007-0008,AQS,2,39,10,25,8
04/01/2022,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,9,31,14
04/02/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,9,34,8
04/03/2022,50,Ozone,Chico-East Avenue,06-007-0008,AQS,2,50,6,18,7
04/04/2022,40,Ozone,Chico-East Avenue,06-007-0008,AQS,2,40,14,33,7
04/05/2022,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,15,17,2
04/06/2022,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,41,12,52,9
04/07/2022,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,25,44,15
04/08/2022,64,Ozone,Chico-East Avenue,06-007-0008,AQS,2,64,26,46,10
04/09/2022,45,Ozone,Chico-East Avenue,06-007-0008,AQS,1,45,28,24,1
04/10/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,6,12,2
04/11/2022,41,Ozone,Chico-East Avenue,06-007-0008,AQS,2,41,18,23,3
04/12/2022,42,Ozone,Chico-East Avenue,06-007-0008,AQS,2,42,9,14,16
04/13/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,10,18,6
04/14/2022,38,Ozone,Chico-East Avenue,06-007-0008,AQS,2,38,3,13,4
04/15/2022,42,Ozone,Chico-East Avenue,06-007-0008,AQS,2,42,6,14,6
04/16/2022,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,3,12,3
04/17/2022,47,Ozone,Chico-East Avenue,06-007-0008,AQS,2,47,6,28,5
04/18/2022,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,7,22,7
04/19/2022,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,6,8,8
04/20/2022,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,6,17,6
04/21/2022,46,Ozone,Chico-East Avenue,06-007-0008,AQS,2,46,4,13,5
04/22/2022,45,Ozone,Chico-East Avenue,06-007-0008,AQS,2,45,5,16,10
04/23/2022,40,Ozone,Chico-East Avenue,06-007-0008,AQS,2,40,3,13,6
04/24/2022,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,5,13,7
04/25/2022,49,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,49,12,49,
04/26/2022,67,Ozone,Chico-East Avenue,06-007-0008,AQS,2,67,30,60,
04/27/2022,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,48,23,52,6
04/28/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,14,27,5
04/29/2022,58,Ozone,Chico-East Avenue,06-007-0008,AQS,2,58,12,25,8
04/30/2022,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,,37,
05/01/2022,43,Ozone,Paradise - Airport,06-007-0007,AQS,,43,,14,
05/02/2022,48,Ozone,Chico-East Avenue,06-007-0008,AQS,2,48,14,14,
05/03/2022,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,9,7,9
05/04/2022,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,16,19,8
05/05/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,17,31,5
05/06/2022,31,Ozone,Paradise - Airport,06-007-0007,AQS,1,31,10,24,3
05/07/2022,42,Ozone,Chico-East Avenue,06-007-0008,AQS,2,42,8,24,3
05/08/2022,40,Ozone,Chico-East Avenue,06-007-0008,AQS,2,40,6,10,3
05/09/2022,41,Ozone,Paradise - Airport,06-007-0007,AQS,2,41,6,8,4
05/10/2022,35,Ozone,Chico-East Avenue,06-007-0008,AQS,2,35,2,6,6
05/11/2022,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,5,22,7
05/12/2022,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,8,16,5
05/13/2022,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,11,19,9
05/14/2022,33,Ozone,Paradise - Airport,06-007-0007,AQS,2,33,4,15,8
05/15/2022,37,Ozone,Chico-East Avenue,06-007-0008,AQS,1,37,7,17,5
05/16/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,11,19,6
05/17/2022,58,Ozone,Chico-East Avenue,06-007-0008,AQS,2,58,11,30,8
05/18/2022,43,Ozone,Chico-East Avenue,06-007-0008,AQS,1,43,21,17,6
05/19/2022,47,Ozone,Chico-East Avenue,06-007-0008,AQS,1,47,16,12,2
05/20/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,15,17,3
05/21/2022,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,5,6,8
05/22/2022,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,5,11,6
05/23/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,14,34,2
05/24/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,17,29,3
05/25/2022,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,11,15,8
05/26/2022,47,Ozone,Paradise - Airport,06-007-0007,AQS,2,47,23,28,5
05/27/2022,39,Ozone,Chico-East Avenue,06-007-0008,AQS,2,39,14,22,4
05/28/2022,33,Ozone,Paradise - Airport,06-007-0007,AQS,1,33,6,8,3
